"Categories"	"Excerpt"	"Long"	"Set"
"962"	"00000000000001000000000000000000000000000"	"ZRCS support was timely, and this was appreciated by both affected population and the Government stakeholders, helping in boosting NS visibility and acceptance."	1	"validation"
"963"	"00000000000000001000000000000000000000010"	"•Three persons wrongly found themselves on the beneficiary list of cash distribution due to an error in entering the phone number • Complaint cards took a long time to reach the headquarters • The meeting places often created confusion or reluctance (in front of the mosque) • People did not always measure the extent of the problems (prejudices exist concerning the floods) • Community volunteers from Alépé were not identifiable in the field (No Red Bib / vest) • Information was not exhaustive (some authorities did not have all the information on the flooded areas) • Internal communication was often lacking in the programming of activities • Some problems of social cohesion noted • The population was not literate"	0	"training"
"964"	"00001000000000000000000000000000000000000"	"➢ Having elders among the Volunteers was a good thing as they guided the younger ones in Community entry and Advocacy. This should be encouraged in all Divisions by encouraging retirees to join the NRCS."	0	"training"
"965"	"00000000010000010100000000000000000000000"	"12% of those assisted and surveyed by VRCS reported being exposed to storm surge and had lost property and possessions during the cyclone as a result. Improving this situation cannot be achieved with technical solutions alone, as issues of land ownership and livelihoods would need to be considered concurrently. Supporting these communities living in coastal areas with early warning, early action awareness, together with advocacy and support for relocation where feasible, will be necessary."	0	"training"
"966"	"00000000000000001000000000000000000000000"	"15 recipients who lost vital documents and gadgets in the flash flood, has difficulties accessing the due support. These vital documents (National Identity Card) and gadgets (Mobile Phone) are a requirement for sim card registration with the mobile financial service provider. ZRCS with support for the Mumbwa District"	0	"training"
"967"	"00000000000000000000000000000001000000000"	"2 finance responsible assigned to the DREF need to be strictly adhere to the budget lines spent"	0	"training"
"968"	"00000000000000000000000010000000000000000"	"2) Joint planning with the Ministry of Health and Population (Directorate of Epidemiological Surveillance and Public Health Emergency Management) made it possible to agree on and carry out activities at the crossing points in a harmonious and complementary manner"	0	"training"
"969"	"00000000000000000100000000000000000000000"	"30 volunteers were trained on vector control, to use sprayers and protective gear to spray pesticides in the stagnant waters surrounding houses. Implementation of this operational element required an approval from local authorities, in addition to providing list of certified local pesticides. This process was not through until the vector presence decreased itself due to weather change (decrease of air temperature). Therefore, the spraying was cancelled."	0	"training"
"970"	"00001000000000001000000000000000000000000"	"33 HHs did not collect their cash assistance either because of resettlement, intractability, switched off/no coverage of mobile phones, data errors or relocation to mountains tops for survival of their livestock. PRCS volunteers tried their best for these people to collect and access the cash, however they were unable to because of the mentioned reasons. The cash amount will be returned to the DREF pot."	0	"training"
"971"	"00000000000000000010000000000000000000000"	"56 affected families did not receive support. Local leaders advised community members that to seek alternative shelter solutions and not wait on RC only for help. (Shelter)"	0	"training"
"972"	"00001000000000000000000000000000000000000"	"80% of women reported not needing disposable sanitary napkins"	0	"training"
"973"	"00000000100000000000000000000000000000000"	"A  pre hurricane season meeting will be held in June. Discussion will be held to improve the coordination in the use of shelter kits in the future."	0	"training"
"974"	"00000000000000000000000000000010000000000"	"A beneficiary satisfaction survey was conducted to collect the views of women and men, girls and boys on the support provided. A Lessons Learned workshop was conducted to review the implementation of the project and the resulting report was produced for future learning."	0	"training"
"975"	"00000000000000001000000000000000000000000"	"A combination of cash and in-kind assistance worked well in this context and can be used in the future as well. Capacity building of branch staff is essential in the current scenario, where technical personnel from NHQ are unable to travel to field because of COVID related travel restrictions"	0	"training"
"976"	"00000000000001000000000000000000000000000"	"A combination of cash and in-kind assistance worked well in this scenario and can be used in future similar interventions as well, keeping this operation in mind as a learning experience."	0	"training"
"977"	"00000000000000000000000010000000000000000"	"A database management system is important to aid operation"	0	"training"
"978"	"00000100000000000000000000000000000000000"	"A delay in completing the detailed assessment was caused by COVID-19 pandemic restriction measures and security concerns that affected the deployments to the field to make the assessment on time."	0	"training"
"979"	"00000000000000000000001000000000000000000"	"A delay in the transfer of funds from IFRC to CRCS occurred, due to delays in the banking system of the receiving Chadian bank. This caused a two-week delay for the to be received by the NS and partially impacted the start of activities. However, the implementation was completed as planned in the operation."	0	"training"
"980"	"00000000000001000000000000000000000000000"	"A distribution of soap and jugs has been donation for schools, with a soap carton and five jars for each school as part   of the continuation of community activities at the end of the response to increase health education in the area to mitigate   future risks. This activity was carried out by SRCS units and volunteers from the same areas."	0	"training"
"981"	"00000000000000000000000010000000000000000"	"A donation of 10,000 Oral Rehydration Solutions (ORACEL) to the Ministry of Health was planned to curb this epidemic and avail the Ministry of Health with a safety stockpile for the upcoming epidemics. The Ministry of Health was informed of this by mail and they welcomed the gesture. Unfortunately, the formal handing over of the ORS did not take place immediately due to the unavailability of departmental officials. The Red Cross have now handed over the sachets of Oracel to the 6 departmental directorates of the country after the official handing over."	0	"training"
"982"	"00000000000000000000001000000000000000000"	"A DREF capacity building session had been planned to be conducted together with the lessons learnt   workshop. It will be important to plan for such a session in future to orient DRC on the DREF procedures and   guidelines for improvement on future DREF requests."	0	"training"
"983"	"00000000000000000000001000000000000000000"	"A DREF operation is not a proper tool to eradicate Hepatitis E epidemic virus disease as the disease lasts longer than the timeframe of the DREF operation 3 months on average). Although the number of cases decreased according to the UNOCHA report of 24 October 2017, the needs for awareness sessions, however, remained high because the Hepatitis E virus is a new disease in the area, not known neither by the population not the Niger Health personnel."	0	"training"
"984"	"00000000000000000000000000000010000000000"	"A few families used mosquito nets to fish instead of protection from mosquitoes. The correct use of nets by households was not monitored as a result of inadequate planification by the NS."	0	"training"
"985"	"00000000000000100000000000000000000000000"	"A few staff who are aware of CEA have not had the practical experience to collect feedback prior the operation. Thus, PMI had a briefing session with CEA focal point at PMI NHQ and a support from IFRC Sr. Officer."	0	"training"
"986"	"00000001000000000000000000000000000000000"	"A follow up recovery plan post emergency response operation should be made part of the EPoA"	0	"training"
"987"	"00000000000000000000000000000100000000000"	"A fourth element that played a role in the delays was the security situation, with armed groups from Nigeria entering Niger and harming refugees and host communities, which obliged the volunteers to be on standby on several occasions."	0	"training"
"988"	"00000000000000000000000001000000000000000"	"A good integration of the actors in the implementation of the DREF ensures a good achievement of the DREF objectives."	0	"training"
"989"	"00000000000000000000000001000000000000000"	"A good integration of the actors in the implementation of the DREF ensures a good realization."	0	"training"
"990"	"00000000000001000000000000000000000000000"	"A good knowledge of the periodicity of the emergence of epidemics diseases in the community such as Meningitis, Rift Valley Fever, Hepatitis E, Cholera etc…"	0	"training"
"991"	"00000000010000000000000000000000000000000"	"A good knowledge of the periodicity of the occurrence of floods and a cartography of the potential flooding zones"	0	"training"
"992"	"00001000000000000000000000000000000000000"	"A good orientation and continues engagement of all the parties; parents, students and teachers from the inception of the programme will enable better and easy programming"	0	"training"
"993"	"00000000000000000001000000000000000000000"	"A Hotline and Emergency Operation Centre (EOC) are needed to coordinate and manage the emergency response"	0	"training"
"994"	"00000000000000000000000000000000000010000"	"A lack of available vehicles from FRCS along with delays in being able to gain approval to hire rental vehicles caused delays in distribution activities."	0	"training"
"995"	"00010000000000000000000000000000000000000"	"A lack of awareness and understanding by community members on the concept of child protection and child abuse. The law has little impact when people follow “kastom” (custom) practices."	0	"training"
"996"	"00000000010000000000000000000000000000000"	"A lack of awareness by target population of where to refer cases."	0	"training"
"997"	"00000000000000000000000000000000010000000"	"A lesson learnt from the situation with catering services for volunteers is that strict logistics and financial procedures impose constraints that lead to delays and complicate response operations of National Societies. The RCSK is ready to discuss the imposed constraints at the regional and global RCRC platforms where National Societies share their experience and seek solutions in order to make cooperation and response more effective."	0	"training"
"998"	"00000000000000000000000000000000000000100"	"A lesson was learnt that training should be conducted targeting the Red Cross staff and volunteers to raise their awareness on the importance of environmental protection in emergency operations and measures to introduce green response in future emergency operations."	0	"training"
"999"	"00000100000000000000000000000010000000000"	"A lessons learned workshop could not be conducted due the ongoing COVID-19 pandemic and the fact that the IRCS state branches were busy responding to the continuing pandemic situation. CCST, Delhi tried to organise this workshop virtually but could not get the involvement of the state branches implementing the DREF operation as they were caught up with the pandemic response."	0	"training"
"1000"	"00000000000000000000000000000010000000000"	"A Lessons Learnt workshop was planned, but not held due to the few activities implemented and unavailability of NS senior management engaged in other activities. However, discussions between the IFRC and the NS on main challenges were undertaken in several occasions and focused especially on procurement procedures"	0	"training"
"1001"	"00000000000000000000000001000000000000000"	"A lot of time and resources was wasted during community visits as information needed for focus areas were not communicated on time to SRCS. In other instances, SRCS travelled long distances to communities to find that other organisations have responded in the same area. However, in most cases, assistance was not provided in vital areas such as hygiene and psychological support. In the future, there needs to be better coordination and communication between partners and responders must also be encouraged to seek the approval of the NEOC before they visit communities."	0	"training"
"1002"	"00000000010000000000000000000000000000000"	"A lot of time was wasted on the road from the local branch to the disaster affected areas. The affected areas were remote and without access to basic accommodation services for responding teams, forcing them to travel at least 180 kilometres every day. Not only that this wasted time, but it was also very tiring for teams. The NS needs to invest in camping tents, lighting and remote hosting materials for its response teams for future operations that would require people to travel long distances to offer aid."	0	"training"
"1003"	"00000000000000000000000000000000000000100"	"A main challenge in the field is ensuring representative field teams are deployed to communities. In Penama, the majority of existing volunteers were male and whilst some effort was made to recruit females to the team, the branch was unable to deploy well balanced teams which may have affected their ability to engage with communities."	0	"training"
"1004"	"00000000000000000000000001000000000000000"	"A major challenge under this sector was the proliferation of other humanitarian actors planning on doing similar things and raising the danger of duplication of humanitarian efforts."	0	"training"
"1005"	"00000000000000000000000000000010000000000"	"A more rigorous monitoring and evaluation process is required. The management team received the management tool for monitoring expenditure and programme compliance, when the operation was ending."	0	"training"
"1006"	"00000001000000000000000000000000000000000"	"A multi-sectoral contingency plan must be developed to allow the NS to further perform in disaster  preparedness and response operations"	0	"training"
"1007"	"00000000000000000000000000000000000000100"	"A national demobilization strategy for volunteers was created"	0	"training"
"1008"	"00000010000000000000000000000000000000000"	"A need emerged for further dissemination and sensitisation on the Sphere standards, as well as for an agreement on standard operating procedures with state branches before an operation."	0	"training"
"1009"	"00000000000000000100000000000000000000000"	"A new household/community health assessment form should be developed and utilized in future operations as at the moment it’s focused on just health facilities."	0	"training"
"1010"	"00000000000000000000000000000100000000000"	"A number of personnel were infected by COVID-19"	0	"training"
"1011"	"00000000000000000000000100000000000000000"	"A partnership with the Belgian Red Cross was built to be able to deploy a Surge Operations coordinator and could be built upon in order to expand the French speaking base of personnel to deploy in support to the Haitian Red Cross."	0	"training"
"1012"	"00000000000000000000000000000010000000000"	"A post distribution monitoring for health activities and NFI was conducted as newly established chapter, chapter was   happy to receive First Aid jump kits and it was a good experience and practice for chapter to building relationship with   local hospital through good communication to involve them with the Red Cross activities."	0	"training"
"1013"	"00000000000001000000000000000000000000000"	"A post distribution monitoring for NFIs (including WASH items) was conducted, in which 99 per cent were satisfied with the items they received, including the hygiene kits and jerry cans and found them to be useful."	0	"training"
"1014"	"00001000000000000000000000000000000000000"	"A post distribution monitoring for NFIs (including WASH) was conducted, in which 98 per cent were satisfied with the items they received, including the hygiene kits and jerry cans. There were 99 per cent who reported that NFI received was useful."	0	"training"
"1015"	"00000000000000000100000000000000000000000"	"A post distribution monitoring for WASH activities was conducted, in which 30 per cent were satisfied with the items   they received, most of the people found water distribution was very useful.  It was important to improve the on coordination on assessment findings and identify existing barriers of implementation   and help the team in prioritizing the target areas to have an effective implementation in future operations for remote   islands and in unset disaster."	0	"training"
"1016"	"00000000000000000000000000000010000000000"	"A post distribution monitoring survey (PDM) was conducted where household items were distributed. The survey had   a total of 114 respondents a"	0	"training"
"1017"	"00000000000000001000000000000000000000000"	"A post distribution monitoring survey was conducted for cash assistance: - 25 per cent noticed the prices of essential goods increased after the cash transfer, of which, eight per cent thought that the reason for the increase was the cash transfer programme of PRC. In terms of cash expenditure, 99 per cent found the money useful to cover their most important family needs. - When asked their opinion of the Red Cross emergency cash relief program, 87 per cent reported that they found the whole program good and helpful and it made them happy and thankful. Seven per cent did not have any comment, two per cent was satisfied another two per cent had agreed on the cash assistance they have received while 1% found the distribution process as good. - In terms of transparency to the amount that the community is going to receive, 63 per cent reported that they were informed. - There were seven per cent who also believed that the cash assistance created tension among beneficiary and nonbeneficiary. When asked for the reason, respondents said that it was because some people thought that they also deserved to be a beneficiary. Based on these results, PRC will further intensify its information dissemination through an established CEA mechanism on providing relevant information to the beneficiaries and non-beneficiaries on selection criteria and beneficiary prioritization. - Cash versus NFI: All the respondents for cash and NFI survey were asked if the assistance were to be redone, which would they prefer to receive, cash or NFI’s. 75% said that they would prefer cash rather an NFI. PRC will continue to promote the use of cash and continue to build capacity at national and chapter level. PRC will also continue to review the timeliness of distributions and monitor the appropriate value of cash grants for each context."	0	"training"
"1018"	"00000000000000000000000000000010000000000"	"A post distribution monitoring survey was conducted where household items were distributed"	0	"training"
"1019"	"00000000000000001000000000000000000000000"	"A post distribution monitoring survey was conducted where household items were distributed.    66 per cent of the beneficiaries said that they waited for less than an hour to get the items, 18 per cent around two hours and 12 per cent for over two hours. When asked on their opinion about the Red Cross emergency relief programme, 80 per cent reported that they found the they found the programme as good, 10 per cent have no comment about it, 7 per cent were satisfied, and 3 per cent advised PRC to continue helping people affected by disaster. In terms of the timing of distribution, 83 per cent reported that they were informed. In terms of the type of materials to be received, 42 per cent reported that they were informed. There were 16 per cent of the respondents who have reported that they do not understand how they were selected to benefit from the programme. Based on these responses, PRC will further intensify its information dissemination through an established CEA mechanism on providing relevant information to the beneficiaries in terms of its targeting and distribution."	0	"training"
"1020"	"00000000000000001000000000000000000000000"	"A post distribution monitoring was conducted for the unconditional/ multipurpose cash grants. The monitoring showed that 45% used the cash grant for food, 11% for medical expenses, 7% for school related expenses and 6% for debt payment"	0	"training"
"1021"	"00000000000000000000100000000000000000000"	"A post distribution survey that was planned to be undertaken through ODK, did not take place due to technical gaps and readiness of the system"	0	"training"
"1022"	"00000000000000000000000000000010000000000"	"A Post-Distribution Monitoring of the relief operation should be taken up to understand what people think about the effectiveness, efficiency and impact of the Red Cross Relief Operation. The feedback can be integrated into future operations"	0	"training"
"1023"	"00000000000010000000000000000000000000100"	"A proper first aid training and its refresher for volunteers should be conducted regularly; it includes sufficient practical session which is locally adapted and utilized available resources."	0	"training"
"1024"	"00000000000000000100000000000000000000000"	"A proper orientation on overall DREF operation plan and purpose is mandatory"	0	"training"
"1025"	"00000000000001000000000000000000000000000"	"A PSS toolbox must be pre-positioned to be able to have tools available from the beginning of the interventions."	0	"training"
"1026"	"00000000000000000000000000000000000000100"	"A regular First Aid refresher training for the emergency response team would ensure knowledge, skills and confidence are maintained."	0	"training"
"1027"	"00000000000000000000000000000100000000000"	"A security incident also occurred where the RDRT member and PNGRCS volunteers were physically harmed by bandits. No one was seriously injured, but the incident forced our team to put on hold the operation and review the final activities."	0	"training"
"1028"	"00000000000000000010000000000000000000000"	"A small-scale operation for a bigger emergency, assisting 15,000 people out of 5 million affected population (approximately). It adds the challenge of managing communities that have not been selected for the aid."	0	"training"
"1029"	"00000000000000000000000000000000000000100"	"A strong teamwork is crucial foundation of a successful operation"	0	"training"
"1030"	"00000000000000100000000000000000000000000"	"A strong volunteer network at branches and community level will be an asset for VRCS. In addition, a systematic volunteer management including capacity building, care for volunteer and reward system should be maintained to ensure availability of well-trained volunteers especially for disaster response."	0	"training"
"1031"	"00000001000000000000000000000000000000000"	"A temporary office should be established at field level during the DREF project for smooth day to day operations and movement of staff and volunteers"	0	"training"
"1032"	"00000000000001000000000000000000000000000"	"A total of 100 toilet slabs were procured and that supported in setting up 100 public toilets. There were 168 toilets built by the community members from which TRCS targeted to make a total of to be 268 to meet the minimum requirements on the provision of communal toilets as provided for in the sphere standards (1 toilet for 50 persons). The community participated in digging the pit latrine which was strengthened with wood before laying the slab. The walling was secured with wood and covered with mud. The siting was done in such a way that every corner of the settlement had been covered and was separated to differentiate those for the male and those of the female. This was followed up with the installation of handwashing units locally assembled containing a bucket and some bar soap."	0	"training"
"1033"	"00000000000000000100000000000000000000100"	"A total of 150 Red Cross volunteers were targeted to be equipped; however, as the health component was not budgeted, this number was reduced to 101."	0	"training"
"1034"	"00000000000000000000000000000100000010000"	"A vehicle accident occurred while mobilizing the CTP team. A, the road was in poor condition, the team suffered minor injuries but the BRC vehicle suffered significant damage, which was repaired. Due to this, the BRC's activities had to be rescheduled"	0	"training"
"1035"	"00000000000000000000000000000000000000100"	"A visible challenge was the development of credentials with the same format throughout the National Society."	0	"training"
"1036"	"00000000000001000000000000000000000000000"	"A WASH 'suitcase' and a field laboratory were available for assessing water sources; however, these did not contain essential materials for its implementation. Certain chemicals could not be procured quickly from suppliers, making it impossible to test for parasite colonies (faeces and E. coli); however, it was possible to verify water residual chlorine and pH levels and use it for training with community leaders."	0	"training"
"1037"	"00000000000000100000000000000000000000000"	"Absence of a fulltime project staff at national level, posed certain level of coordination issues, as DM department responsible for the operation found itself in a limited capacity. Moreover, assigned DREF Coordinator from URCS has resigned halfway through the response. As a mitigation, national level project manager and finance controller were hired."	0	"training"
"1038"	"00000010000000000000000000000000000000000"	"Absence of a unified reference framework for such activities."	0	"training"
"1039"	"00001000000000000000000000000000000000000"	"Absence of community meetings impacted on information sharing and feedback on Red Cross intervention"	0	"training"
"1040"	"00000000000000100000000000000000000000000"	"Absence of spare stock in order to replace the stock lost or damaged during shipment and discharge."	0	"training"
"1041"	"00000000000000000100000000000000000000000"	"Accelerate sharing the results of assessments and initiating an official request for support from the government."	0	"training"
"1042"	"00001000000001000000000000000000000000000"	"Acceptance of PSS support was a challenge. It required volunteers to inform recipients about the benefits of PSS support, especially for those with stress-related problems. In addition, the number of people requiring PSS support was much higher than expected due to the COVID-19 circumstance."	0	"training"
"1043"	"00000000010000000000000000000000000000000"	"Access by road to the affected areas due to TC PAWAN-related floods damaging the roads infrastructure"	0	"training"
"1044"	"00000000100000000000000000000000000000000"	"Access to fuel for ambulances was limited, requiring the NRC to reach agreements with gas stations to purchase fuel after hours."	0	"training"
"1045"	"00000000010000000000000000000000000000000"	"Access to target communities was restricted owing to COVID-19 and related lockdown, causing delays in activities."	0	"training"
"1046"	"00000000010000000000000000000000000000000"	"Access to the communities is the main challenge due to the current situation in country."	0	"training"
"1047"	"00000000000000000000100000000000000000000"	"access, management and analysis of the information remains major challenge during the detailed assessment, developing and updating emergency plan of action."	0	"training"
"1048"	"00000000010000000000000000000000000000000"	"Accessibility was hampered due to damaged infrastructure like road and bridges, which delayed the delivery of assistance."	0	"training"
"1049"	"00000000000000000100000000000000000000000"	"Accommodation for Volunteer trainings in the capital need to be budgeted"	0	"training"
"1050"	"00001000000000000000000000000000000000000"	"Accompanying NS personnel to carry out the direct call in the communities."	0	"training"
"1051"	"00000000000001000000000000000000000000000"	"According to the level of knowledge and practices in hygiene and sanitation of the target communities, it would be better to combine WASH activities with the distribution of soaps to allow the households implement and apply the learnt practices during the awareness. Some do not even understand the importance to buy and use soap for hygiene purposes."	0	"training"
"1052"	"00001000000000000000000000000000000000000"	"According to the needs identified during the emergency, it is recommended to adapt the constituent elements of the kits according to culturally accepted criteria by the population. This is particularly true for indigenous communities in situations of extreme vulnerability living in the border municipalities."	0	"training"
"1053"	"00000000000000000100000000000000000000000"	"According to the operational team, the timeframe of the DREF was short (3 months) and did not allow this activity to take place. Therefore, it would have been relevant to consider in the budget a bigger number of volunteers"	0	"training"
"1054"	"00000000000001000000000000000000000000000"	"According to the satisfaction survey of the beneficiary families who did not use the kits, they state that they did not use them because they did not participate in the workshop at the time of delivery and it did not give them security to use it."	0	"training"
"1055"	"00000000000001000000000000000000000000000"	"According to the surveys taken from the beneficiaries, most of the affected households are nomadic ger-dwellers. It’s analysed that ger-dwellers are more prone to sandstorms, floods, and other natural disasters. Even though we should find a built-back-better solution from a shelter point of view, for the community members who are constantly on the move with their livestock throughout the year, it is not easy to replace traditional gers with a more permanent option. MRCS team will further study cost-effective ways to strengthen the resilience of gers."	0	"training"
"1056"	"00000000000001000000000000000000000000000"	"Achievement of proposed goals, as the dengue outbreak has atypical characteristics with rapid manifestations and difficult epidemiological control."	0	"training"
"1057"	"00000000000001000000000000000000000000010"	"Activate LRC BTS Website for online appointment of blood donation at the first stage and then update the other website sections."	0	"training"
"1058"	"00000000000000000000000000000000000000100"	"Active involvement of NS NDRT members is one of the strengths in ensuring that activities are implemented in time"	0	"training"
"1059"	"00000100000000000000000000000000000000000"	"Activities came to a halt due to Government imposed lockdown/movement restriction because of the COVID pandemic outbreak. The activities were resumed once the Government moved to partial lock down and announced SoPs to be followed by everyone."	0	"training"
"1060"	"00000000000000000000000000000001000000000"	"Activity and expenditure reports to be compiled and faxed according to an agreed timeframe; and the originals will follow by post."	0	"training"
"1061"	"00000000000001000000000000000000000000000"	"Adapt the composition of the feeding kits according to nutritional needs and culturally appropriate elements to the affected population. During the intervention, the need to adapt the food kits to the specific diets of the migrant population was identified, as well as identifying the need to include a work strategy at a nutritional level, particularly for children traveling along the border with risks of malnutrition."	0	"training"
"1062"	"00000000000000000000100000000000000000000"	"Adaptation of the Open Data Kit tool to nomadic communities."	0	"training"
"1063"	"00000100000000000000000000000010000000000"	"Adaptation to the new action monitoring modality."	0	"training"
"1064"	"00000100000000000000000000000000000000000"	"Adaptation to virtual discussion and communication spaces due to the COVID-19 context."	0	"training"
"1065"	"00000000000000000000000000000000000000100"	"Additional dayshifts teams needed to cover the increased demand for the ambulance services."	0	"training"
"1066"	"00000000000000000000000000000000010000000"	"Additional logistical support is required for chapters is required for operations of similar scale and complexity as this operation."	0	"training"
"1067"	"00000000000001000000000000000000000000000"	"Additional volunteers were mobilized to support the organization of additional public awareness sessions. This was due to increased interest of school teachers, parents and volunteers who wanted to learn about epidemic control and organize in the public awareness campaigns."	0	"training"
"1068"	"00001000000000000000000000000000000000000"	"Additional work needs to be done with the HRCS regional committees’ leadership regarding the SPHERE standards for emergency response."	0	"training"
"1069"	"00000000000000000000000000000100000000000"	"Additionally, further development is needed to ensure the implementation of the self-care approach with the intervention teams, which must be in excellent condition to carry out their work."	0	"training"
"1070"	"00000000010000000000000000000000000000000"	"Addressing a range of community contexts in the different locations (i.e. Risks due to snake and insect bites)"	0	"training"
"1071"	"00000000000000000000000000010000000000000"	"Adequate involvement of the refugees as hygiene promoters would enhance participation of community members in hygiene activities. (WASH)"	0	"training"
"1072"	"00001000000000000000000000000000000000000"	"Adjusting activity dates to communities' availability; therefore, most activities took place on weekends and holidays when families were on break from work."	0	"training"
"1073"	"00010000000000000000000000000000000000000"	"Advocacy with local authorities on humanitarian standards and law."	0	"training"
"1074"	"00010001000000000000000000000000000000000"	"Advocating for the displaced people should be done continuously for longer-term purpose. In this respect, BDRCS and IFRC Bangladesh country office are jointly preparing the proposal to address the long-term needs of the displaced population."	0	"training"
"1075"	"00000000010000000000000000000000000000000"	"Affected communities isolated and difficult access"	0	"training"
"1076"	"00000000000001000000000000000000000000000"	"Affected communities needed immediate recovery emergency assistance such as support of school items to children, livelihood, food and family conflict resolutions. (Health)"	0	"training"
"1077"	"00000001000000000000000000000000000000000"	"After having different meetings with concerned stakeholders and conducted detailed assessment, it was realized that under Bangladesh’s law, people displaced due to river erosion have no clear right to compensation for damaged or lost property. However, they do have a right to access agricultural khas land for their rehabilitation."	0	"training"
"1078"	"00000000000010000000000000000000000000000"	"After seeing the impact of the damages caused by the floods in Niger in 2017, the NS realized that it is important to carry out disaster prevention and risk reduction actions in order to have fewer victims in future floods."	0	"training"
"1079"	"00000000000000000000000000000000000100000"	"After the disaster, there was a great demand for items in the market. As a result, the market price of blankets and   mats was higher than the cost that was initially budgeted hence, DRC procured a lower number of items than   planned for replenishment of stocks"	0	"training"
"1080"	"00000000000001000000000000000000000000000"	"After the training, all the volunteers from 30 mid-level branches have developed public awareness session organization plan, which allowed to meet the target within a short period of time."	0	"training"
"1081"	"00000010000000000000000010000000000000000"	"Agreement on common standards for emergency shelter and non-food item assistance packages;"	0	"training"
"1082"	"00000000000000000000001000000000000000000"	"Agreement with state branches regarding surge deployments was a challenge due to limited understanding in the branches on international disaster response mechanisms, including DREF."	0	"training"
"1083"	"00000000000001000000000000000000000000000"	"Aid distribution should consider the primary needs, such as access to safe water and use of filters"	0	"training"
"1084"	"00000000000000001000000000000000000000000"	"Albeit it took time, the signing of a three-year framework agreement with an FSP allows SARC to use the same service provider for all cash-based interventions over the next years speeding up implementation as a tendering process will not be necessary."	0	"training"
"1085"	"00000000000001000000000000000000000000000"	"Albeit the cash grants are distributed later than planned, the timing will still meet basic needs among the affected families. The main effects on livelihoods among the affected households are now being felt with the upcoming harvesting season from the agricultural lands such as olive tree plantations will yield very few crops due to the damaged trees."	0	"training"
"1086"	"00000000000000001000000000000000000000000"	"All 1500 Household Heads had a functioning mobile phone, an indication of reliable telecommunication networks. No beneficiary had to be taught how to use the service."	0	"training"
"1087"	"00000000000000000000000000000001000000000"	"All approvals by the project manager needs to reflect approved global budget"	0	"training"
"1088"	"00000000000000100000000000000000000000000"	"All committees must have personnel trained in water and sanitation matters."	0	"training"
"1089"	"00000000000000000000100000000000000000000"	"All forms, surveys and IEC materials must be translated and contextualised, ready for a response as there may not be time after a disaster."	0	"training"
"1090"	"00000000000000000000000000000100000000000"	"All of the volunteers were provided with PPE to carry out their plans for outreach to the communities."	0	"training"
"1091"	"00000000000000000000000000000000010000000"	"All procurement related to this operation followed IFRC’s standards procurement procedures and Sphere standards for household items purchases. The GRC’s delivery of items and services met the required conditions based on the affected population's needs and/or the operational areas."	0	"training"
"1092"	"00000000000000000000000000000010000000000"	"All responders (HQ staffs, Branch staffs & volunteers) need to have some knowledge in PGI in order to improve how they report on this issue."	0	"training"
"1093"	"00000000000000000000000000000001000000000"	"All retirement and refunds at the branches and HQ officers need to be timely submitted."	0	"training"
"1094"	"00000000000000000000000000000000010000000"	"All the materials arrived in timely manner, however, some branches faced challenges to get materials to the respective divisions."	0	"training"
"1095"	"00000100000000000000000000000000000000000"	"All the staff in ERCS HQ was occupied by emergency response activities and it was not possible to facilitate the training for volunteers on ES/NFI distribution. To save the situation, the BDRT trained volunteers were deployed to assist the operation.  (Shelter)"	0	"training"
"1096"	"00000000000000000000000000000100000000000"	"All volunteers were provided with COVID-19 PPE"	0	"training"
"1097"	"00000000000000000000010000000000000000100"	"Along with more dedicated training, also conduct simulation exercises in order to train and improve capacity and improve standards. In addition, practice establishment of emergency operation centres and train reporting and information sharing."	0	"training"
"1098"	"00000000000000000000000000000001000000000"	"Also finance processes during response operations need to be simplified, along with finance personnel being part of each EOC."	0	"training"
"1099"	"00000000000000000000000000000000000000100"	"Also upon these training, each VRCS branch and Provincial Committee provided with Safety equipment, standard Emergency tool Kit"	0	"training"
"1100"	"00000000000000100000000000000000000000100"	"Also, the insufficient number of protective equipment for volunteers in these areas did not allow some volunteers to take the canoes to reach other localities."	0	"training"
"1101"	"00000000000000000000000000000010000000000"	"Also, the volunteers did not clearly register the first aid cases they attended. They have reported the vehicle accident, but the other cases were not systematically registered in the activity books."	0	"training"
"1102"	"00000000000000001000000000000000000000000"	"Alter cash transfer value based on HH number: Cash transfer values for a HH per month were based on recommendations by the Cash and Markets Quarterly Dashboard. However, the value was based on a HH number of 6 and many of the targeted HH were said to be in excess of 10 and reported the amount provided did not meet their food and other basic needs. It is therefore essential that for future operations the cash transfer value is amended based on HH number."	0	"training"
"1103"	"00000000000000000000000000000000000000100"	"Alternatively, volunteers and staff members can be trained on such integrated approaches. During the lessons’ learned workshop/meeting, the IRCS operations team and the branch team agreed to consider an integrated approach to train volunteers and staff members in the areas of CEA and PGI. Nevertheless, it was noted and agreed that the IRCS does not have a dedicated CEA and PGI personnel and this will be a priority."	0	"training"
